id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction,start_datetime_ist,effective_end_datetime,duration_minutes,reason
FKID000209,unplanned,12.9875849,77.5182251,0.0,0.0,"Magadi Main Road, NR Colony, Narasimhare Palya, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560091 (India)",,others,False,2024-01-20 21:09:19.970000+00:00,,closed,yes,2024-02-01 06:32:30.999529+00,,,"Sumanahalli flyover towards srigandkavalu, back tyre burst sir",,,Magadi Road,High,,,,2024-01-20 21:11:25.014285+00,,1,FKUSR00161,FKUSR00009,,,,Kamakshipalya,,FKKG000155,,,,FKUSR00161,2024-02-01 06:32:29.062731+00:00,,,,,Sumanhalli,2024-01-21 02:39:19.970000+05:30,2024-02-01 06:32:29.062731+00:00,16403.151545516666,Unplanned duration exceeds 24 hours (16403.15 mins)
FKID000215,unplanned,12.9858066,77.6051199,0.0,0.0,"Broadway Road, Chandni Chowk, Bengaluru, Karnataka. Pin-560051 (India)",,pot_holes,False,2024-01-14 02:50:56.469000+00:00,,closed,yes,2024-02-05 00:01:08.553094+00,,,BBMp Manhole Problem,,,Non-corridor,Low,,,,2024-01-14 02:52:17.70687+00,,1,FKUSR00166,FKUSR00001,,,,Shivajinagar,,FKKG000160,,,,FKUSR00166,2024-02-05 00:01:08.552118+00:00,,,Bengaluru Central Corporation,Central Zone 2,,2024-01-14 08:20:56.469000+05:30,2024-02-05 00:01:08.552118+00:00,31510.201385300003,Unplanned duration exceeds 24 hours (31510.20 mins)
FKID000216,unplanned,13.0450698,77.6440587,0.0,0.0,"Hennur Main Road, KBM Shariff Layout, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",,construction,False,2024-03-08 05:53:36.201000+00:00,,closed,yes,2024-03-14 22:49:07.437185+00,,,"ನಮಸ್ತೆ ಸರ್, ಹೆಣ್ಣೂರ್ ಬಾಗ್ಲೂರ್ ಮುಖ್ಯ ರಸ್ತೆ ಗೆದ್ದಲಹಳ್ಳಿ ಸಿಮೆಂಟ್ ರಸ್ತೆ ಮಾಡುತ್ತಿರುವುದರಿಂದ ವಡ್ದರ್ಪಾಳ್ಯ ಕಡೆಯಿಂದ ಗೆದ್ದಲಹಳ್ಳಿ ಹೋಗುವ ಕಡೆಗೆ ನಿಧಾನಗತಿಯಲ್ಲಿರುತ್ತದೆ ಸಂಚಾರ ನಮಸ್ತೆ ಸರ್",,,Non-corridor,Low,,,,2024-03-08 05:54:41.492983+00,,1,FKUSR00167,FKUSR00001,,,,Hennuru,,FKKG000161,,,,FKUSR00167,2024-03-14 22:49:07.436346+00:00,,,,,,2024-03-08 11:23:36.201000+05:30,2024-03-14 22:49:07.436346+00:00,9655.520589099999,Unplanned duration exceeds 24 hours (9655.52 mins)
FKID000227,unplanned,12.8980705,77.5460958,0.0,0.0,"Vasanthapura Main Road, KEB Quarters, Subramanyapura, Bengaluru, Karnataka. Pin-560061 (India)",,pot_holes,False,2023-12-15 22:52:53.097000+00:00,,closed,yes,2023-12-23 23:35:20.537609+00,,,bad road,,,Non-corridor,Low,,,,2023-12-15 22:53:47.591479+00,,1,FKUSR00176,FKUSR00001,,,,K.S. Layout,,FKKG000169,,,,FKUSR00176,2023-12-23 23:35:20.536704+00:00,,,Bengaluru South Corporation,South Zone 1,,2023-12-16 04:22:53.097000+05:30,2023-12-23 23:35:20.536704+00:00,11562.4573284,Unplanned duration exceeds 24 hours (11562.46 mins)
FKID000236,unplanned,12.8985649,77.5435672,0.0,0.0,"Gubbalala Main Road, Balaji Layout, Subramanyapura, Bengaluru, Karnataka. Pin-560061 (India)",,pot_holes,False,2023-12-15 22:54:47.174000+00:00,,closed,yes,2023-12-23 23:35:05.620949+00,,,bad road,,,Non-corridor,Low,,,,2023-12-15 22:55:08.373613+00,,1,FKUSR00176,FKUSR00001,,,,K.S. Layout,,FKKG000169,,,,FKUSR00176,2023-12-23 23:35:05.620353+00:00,,,Bengaluru South Corporation,South Zone 1,,2023-12-16 04:24:47.174000+05:30,2023-12-23 23:35:05.620353+00:00,11560.307439216667,Unplanned duration exceeds 24 hours (11560.31 mins)
FKID000244,unplanned,12.8785528,77.6720521,0.0,0.0,"Amrutha College Road, Tirumala Heights, Rayasandra, Bengaluru, Karnataka. Pin-560100 (India)",,tree_fall,False,2024-03-08 07:16:00.240000+00:00,,closed,yes,2024-03-09 19:54:08.022182+00,,,Heavy rain Tree Fall Sir,,,Non-corridor,Low,,,,2024-03-08 07:17:21.512726+00,,1,FKUSR00189,FKUSR00001,,,,Electronic City,,FKKG000182,,,,FKUSR00189,2024-03-09 19:54:08.021626+00:00,,,,,,2024-03-08 12:46:00.240000+05:30,2024-03-09 19:54:08.021626+00:00,2198.129693766667,Unplanned duration exceeds 24 hours (2198.13 mins)
FKID000246,unplanned,12.8785573,77.6719048,0.0,0.0,"Amrutha College Road, Tirumala Heights, Rayasandra, Bengaluru, Karnataka. Pin-560100 (India)",,tree_fall,False,2024-03-08 07:18:53.631000+00:00,,closed,yes,2024-03-09 19:54:20.982937+00,,,Heavy rain Tree Fall Sir,,,Non-corridor,Low,,,,2024-03-08 07:19:54.458222+00,,1,FKUSR00189,FKUSR00001,,,,Electronic City,,FKKG000182,,,,FKUSR00189,2024-03-09 19:54:20.982349+00:00,,,,,,2024-03-08 12:48:53.631000+05:30,2024-03-09 19:54:20.982349+00:00,2195.455855816667,Unplanned duration exceeds 24 hours (2195.46 mins)
FKID000285,unplanned,12.9536214,77.5428369,0.0,0.0,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",,pot_holes,False,2024-02-02 07:57:33.281000+00:00,,closed,yes,2024-03-18 20:50:05.491774+00,,,Potholes causing accidents,,,,High,,,,2024-02-02 07:58:22.312409+00,,1,FKUSR00221,FKUSR00001,,,,Byatarayanapura,,FKKG000213,,,,FKUSR00221,2024-03-18 20:50:05.490950+00:00,,,,,,2024-02-02 13:27:33.281000+05:30,2024-03-18 20:50:05.490950+00:00,65572.5368325,Unplanned duration exceeds 24 hours (65572.54 mins)
FKID000286,unplanned,12.92001766,77.66562279,0.0,0.0,"Sarjapura Main Road, Iblur Junction, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",,construction,False,2024-01-19 20:15:08.908000+00:00,,closed,yes,2024-02-02 08:02:38.17908+00,,,ಬಿಬಿಎಂಪಿಯವರು ಕಾಮಗಾರಿಯನ್ನು ಮಾಡಿರುವುದರಿಂದ ಸಂಚಾರಕೆ [LOCATION] ಸರ್,,,ORR East 1,High,,,,2024-01-19 20:18:08.560218+00,,1,FKUSR00222,FKUSR00001,,,,Bellandur,,FKKG000214,,,,FKUSR00222,2024-02-02 08:02:38.178559+00:00,,,,,IbblurJunction',2024-01-20 01:45:08.908000+05:30,2024-02-02 08:02:38.178559+00:00,19427.48784265,Unplanned duration exceeds 24 hours (19427.49 mins)
FKID000287,unplanned,12.967049,77.6102824,0.0,0.0,"Richmond Road, Monsignor Dsouza Circle, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",,others,False,2024-02-02 08:33:26.866000+00:00,,closed,yes,2024-04-12 21:45:40.742821+00,,,Ofload vehicle,,,Non-corridor,Low,,,,2024-02-02 08:34:36.171794+00,,1,FKUSR00223,FKUSR00001,,,,Ashok Nagar,,FKKG000215,,,,FKUSR00223,2024-04-12 21:45:40.742291+00:00,,,,,,2024-02-02 14:03:26.866000+05:30,2024-04-12 21:45:40.742291+00:00,101592.23127151668,Unplanned duration exceeds 24 hours (101592.23 mins)
FKID000304,unplanned,12.9379783,77.5214433,0.0,0.0,"Mysore Road, BWSSB Quarters, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",,others,False,2024-02-02 20:31:33.404000+00:00,,closed,yes,2024-02-04 04:34:00.741241+00,,,"Vehicle offroad due to air jam, traffic no problem",,,Mysore Road,High,,,,2024-02-02 20:32:30.076052+00,,1,FKUSR00233,FKUSR00001,,,,Byatarayanapura,,FKKG000225,,,,FKUSR00233,2024-02-04 04:34:00.740637+00:00,,,,,,2024-02-03 02:01:33.404000+05:30,2024-02-04 04:34:00.740637+00:00,1922.4556106166667,Unplanned duration exceeds 24 hours (1922.46 mins)
FKID000316,unplanned,13.0009179,77.612603,0.0,0.0,"Madhavaraya Mudaliar Road, Puttanna Junction, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",,pot_holes,False,2023-12-06 20:48:00.857000+00:00,,closed,yes,2024-02-02 22:29:54.57299+00,,,,,,Non-corridor,Low,,,,2023-12-06 20:48:32.622148+00,,1,FKUSR00240,FKUSR00001,,,,Pulikeshinagar(F.Town),,FKKG000232,,,,FKUSR00240,2024-02-02 22:29:54.572453+00:00,,,Bengaluru North Corporation,North Zone 1,PotteryCircle,2023-12-07 02:18:00.857000+05:30,2024-02-02 22:29:54.572453+00:00,83621.89525755,Unplanned duration exceeds 24 hours (83621.90 mins)
FKID000317,unplanned,12.9137307,77.6775918,0.0,0.0,"Amrutha College Road, Sri Venkateshwara Circle, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",,others,False,2024-02-02 22:14:43.198000+00:00,,closed,yes,2024-02-05 00:30:03.730058+00,,,Local fair going on.. [PERSON] at kaikondralli,,,Non-corridor,Low,,,,2024-02-02 22:16:17.083364+00,,1,FKUSR00040,FKUSR00001,,,,Bellandur,,FKKG000034,,,,FKUSR00040,2024-02-05 00:30:03.729479+00:00,,,,,,2024-02-03 03:44:43.198000+05:30,2024-02-05 00:30:03.729479+00:00,3015.3421913166667,Unplanned duration exceeds 24 hours (3015.34 mins)
FKID000332,unplanned,13.0415656,77.6118591,13.0415984,77.611852,"Kankanagar Main Road, Lawrence Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)","Kankanagar Main Road, Lawrence Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",others,True,2023-12-10 02:12:12.221000+00:00,,closed,yes,2024-02-03 05:08:47.557513+00,,,BWSSB work is prossing sir,,,ORR North 1,High,,,,2023-12-10 02:13:55.983794+00,,1,FKUSR00251,FKUSR00001,,,,K.G. Halli,,FKKG000243,,,,FKUSR00251,2024-02-03 05:08:47.556970+00:00,,,Bengaluru North Corporation,North Zone 1,"VeerannapalyaJunction(BEL,HO)",2023-12-10 07:42:12.221000+05:30,2024-02-03 05:08:47.556970+00:00,79376.58893283334,Unplanned duration exceeds 24 hours (79376.59 mins)
FKID000337,unplanned,12.9692805,77.7006521,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,False,2024-03-08 20:25:49.408000+00:00,,closed,yes,2024-03-14 23:06:55.864838+00,,,[PERSON] working in progress traffic normal,,,ORR East 2,High,,,,2024-03-08 20:27:17.332299+00,,1,FKUSR00254,FKUSR00001,,,,HAL Old Airport,,FKKG000246,,,,FKUSR00254,2024-03-14 23:06:55.864253+00:00,,,,,,2024-03-09 01:55:49.408000+05:30,2024-03-14 23:06:55.864253+00:00,8801.107604216666,Unplanned duration exceeds 24 hours (8801.11 mins)
FKID000345,unplanned,12.913843,77.6774956,0.0,0.0,"Sarjapura Main Road, Sri Venkateshwara Circle, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",,others,False,2024-02-03 06:27:05.244000+00:00,,closed,yes,2024-02-05 00:30:01.398809+00,,,Local Festival fair until 11:00pm,,,Non-corridor,Low,,,,2024-02-03 06:28:19.756295+00,,1,FKUSR00040,FKUSR00001,,,,Bellandur,,FKKG000034,,,,FKUSR00040,2024-02-05 00:30:01.398258+00:00,,,,,,2024-02-03 11:57:05.244000+05:30,2024-02-05 00:30:01.398258+00:00,2522.9359043,Unplanned duration exceeds 24 hours (2522.94 mins)
FKID000346,unplanned,12.9772269,77.751196,0.0,0.0,"Whitefield Main Road, Inner Valley, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",,water_logging,False,2024-02-03 06:20:56.560000+00:00,,closed,yes,2024-02-28 04:24:53.767039+00,,,Drainage water leakage air,,,Non-corridor,Low,,,,2024-02-03 06:22:03.662304+00,,1,FKUSR00260,FKUSR00001,,,,Whitefield,,FKKG000252,,,,FKUSR00260,2024-02-28 04:24:53.766450+00:00,,,,,,2024-02-03 11:50:56.560000+05:30,2024-02-28 04:24:53.766450+00:00,35883.953440833335,Unplanned duration exceeds 24 hours (35883.95 mins)
FKID000375,planned,13.049104,77.5932567,0.0,0.0,"Kempapura Main Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",,construction,False,2024-02-03 21:28:38.926000+00:00,2024-02-03 12:20:46+00:00,closed,yes,2024-02-03 21:35:47.805006+00,,,Work in progress by NHAI sir,,,Bellary Road 1,High,,,,2024-02-03 21:29:36.794465+00,,1,FKUSR00279,FKUSR00009,,,,Hebbala,,FKKG000271,,,,,,,,,,,2024-02-04 02:58:38.926000+05:30,2024-02-03 12:20:46+00:00,-547.8821,Negative duration (-547.88 mins)
FKID000376,unplanned,12.9062767,77.5854083,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Learning to Fly, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)",,water_logging,False,2024-01-25 21:42:08.099000+00:00,,closed,yes,2024-02-03 21:54:07.406406+00,,,ನಮಸ್ತೆ ಸರ್ 33 rd ಮೇನ್ 2 nd ಫೇಸ್ ಜೆಪಿ ನಗರ ಕಡೆ ಇಂದ ಪುಟ್ಟೇನಹಳ್ಳಿ [LOCATION] ಪಾಸ್ ಲಿ ಮಳೆ ನೀರು ಬಂದು ಅಪಘಾತವಾಗುವ ರೀತಿಯಲ್ಲಿ ವಾಟರ್ logging ಆಗಿರುವುದನ್ನು ಬೇಗ ದುರಸ್ತಿ ಮಾಡಬೇಕಾಗಿ ವಿನಂತಿ ಸರ್,,,ORR West 1,High,,,,2024-01-25 21:46:44.708839+00,,1,FKUSR00051,FKUSR00001,,,,J.P. Nagar,,FKKG000045,,,,FKUSR00051,2024-02-03 21:54:07.405890+00:00,,,,,JP Nagar 15th cross junction,2024-01-26 03:12:08.099000+05:30,2024-02-03 21:54:07.405890+00:00,12971.988448166667,Unplanned duration exceeds 24 hours (12971.99 mins)
FKID000393,unplanned,12.8854927,77.5965724,0.0,0.0,"Bannerghatta Main Road, Syndicate Bank Colony, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",,others,False,2024-03-09 01:25:26.527000+00:00,,closed,yes,2024-03-24 04:59:37.836568+00,,,[PERSON] garment towards bpl,,,Bannerghata Road,High,,,,2024-03-09 01:26:24.641522+00,,1,FKUSR00291,FKUSR00001,,,,Hulimavu,,FKKG000283,,,,FKUSR00291,2024-03-24 04:59:37.835986+00:00,,,,,,2024-03-09 06:55:26.527000+05:30,2024-03-24 04:59:37.835986+00:00,21814.1884831,Unplanned duration exceeds 24 hours (21814.19 mins)
FKID000394,unplanned,13.0161568,77.7092743,0.0,0.0,"Basavanapura Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",,road_conditions,False,2024-02-04 02:30:51.854000+00:00,,closed,yes,2024-04-04 07:02:03.446588+00,,,[LOCATION] road,,,Non-corridor,Low,,,,2024-02-04 02:31:22.337792+00,,1,FKUSR00293,FKUSR00001,,,,K.R. Pura,,FKKG000285,,,,FKUSR00293,2024-04-04 07:02:03.446001+00:00,,,,,,2024-02-04 08:00:51.854000+05:30,2024-04-04 07:02:03.446001+00:00,86671.19320001667,Unplanned duration exceeds 24 hours (86671.19 mins)
FKID000397,unplanned,13.1025028,77.5994852,0.0,0.0,"BB Road, Kogilu Cross Junction, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)",,others,False,2024-02-04 02:09:27.438000+00:00,,closed,yes,2024-02-05 05:43:32.766631+00,,,Kogilu towards sante circle electrical pool damge sir traffic slow moment sir,,,Bellary Road 2,High,,,,2024-02-04 02:09:59.42139+00,,1,FKUSR00296,FKUSR00001,,,,Yelahanka,,FKKG000288,,,,FKUSR00296,2024-02-05 05:43:32.766152+00:00,,,,,,2024-02-04 07:39:27.438000+05:30,2024-02-05 05:43:32.766152+00:00,1654.0888025333334,Unplanned duration exceeds 24 hours (1654.09 mins)
FKID000415,unplanned,12.9668133,77.50355,0.0,0.0,"2nd Main Road, KK Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",,pot_holes,False,2024-02-04 05:58:28.432000+00:00,,closed,yes,2024-03-23 21:28:44.622922+00,,,traffic problem sir,,,,Low,,,,2024-02-04 06:00:05.18659+00,,1,FKUSR00307,FKUSR00001,,,,Jnanabharathi,,FKKG000299,,,,FKUSR00307,2024-03-23 21:28:44.622408+00:00,,,,,,2024-02-04 11:28:28.432000+05:30,2024-03-23 21:28:44.622408+00:00,70050.26984013333,Unplanned duration exceeds 24 hours (70050.27 mins)
FKID000427,unplanned,12.9640354,77.5822556,12.9640354,77.5822556,"Silver Jubilee Park Road, Thigalarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)","Silver Jubilee Park Road, Thigalarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",water_logging,True,2024-03-09 06:37:50.169000+00:00,,closed,yes,2024-04-06 11:08:28.914557+00,,,market down [LOCATION],,,Mysore Road,High,,,,2024-03-09 06:39:40.396264+00,,1,FKUSR00319,FKUSR00001,,,,Halasuru Gate,,FKKG000311,,,,FKUSR00319,2024-04-06 11:08:28.914083+00:00,,,,,,2024-03-09 12:07:50.169000+05:30,2024-04-06 11:08:28.914083+00:00,40590.64575138334,Unplanned duration exceeds 24 hours (40590.65 mins)
FKID000433,planned,12.90731581,77.6955824,12.91102168,77.6979754,"Gear School road, ದೊಡ್ಡಕನ್ನಲ್ಲಿ, ಗುಂಜೂರು, ಬೆಂಗಳೂರು ಪೂರ್ವ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಪೂರ್ವ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560035, India","ದೊಡ್ಡಕನ್ನಲ್ಲಿ, ಗುಂಜೂರು, ಬೆಂಗಳೂರು ಪೂರ್ವ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಪೂರ್ವ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560035, India",public_event,True,,2024-02-04 09:05:46+00:00,closed,yes,2024-02-04 09:35:47.844681+00,,,[PERSON] and Palakki Uthsava at Dodakkanahalli,,,Non-corridor,Low,,,,2024-02-04 06:26:36.869329+00,"[[12.907315805159739,77.69558240100301],[12.90729035161469,77.69557693813155],[12.907870435123657,77.69572181194098],[12.908680459393157,77.69573254333427],[12.90887904558766,77.69617789615587],[12.908779752510108,77.6959847310766],[12.90924486184878,77.6965803234043],[12.909553192281704,77.69685933962991],[12.909715196255062,77.69698275065275],[12.910091463142935,77.69722957269849],[12.910399792531582,77.69746566335091],[12.910749928833804,77.6977124853966],[12.910938061569743,77.69785735920603],[12.911021676073577,77.69797540453224]]",1,FKUSR00009,FKUSR00009,,,,Bellandur,,,,,,,,,,,,,,2024-02-04 09:05:46+00:00,,Missing start_datetime
FKID000437,planned,12.90730454,77.69558165,12.91099868,77.69800685,"Gear School road, Doddakannalli, Gunjur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560035, India","Doddakannalli, Gunjur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560035, India",public_event,True,,,closed,yes,2024-02-04 09:35:47.830819+00,,,"Sri.Tirumalaswmay
Brahma Rathotsava &
Night [PERSON]",,,Non-corridor,Low,,,,2024-02-04 06:23:32.847874+00,"[[12.907304539123215,77.69558164508427],[12.91094175243539,77.6979740248954],[12.910711561004286,77.69779160644323],[12.910554612179693,77.69766284047702],[12.910277335682077,77.69742140429034],[12.910026217079205,77.6972765425783],[12.909748939995476,77.697056567386],[12.9094768942559,77.69687951418243],[12.90925193313224,77.6966488084929],[12.909058361770768,77.69645029429499],[12.908838631935565,77.69621958860549],[12.908650291923106,77.69577427297223],[12.90818990462863,77.69576890772368],[12.907917857192482,77.69573671623208],[12.907651041150217,77.69573671623208],[12.907274359194068,77.695645507006],[12.90729005428691,77.69548991479682],[12.907635346080045,77.69558648927148],[12.908064344310262,77.69566696800041],[12.90839917168576,77.69568842899476],[12.908718303610641,77.69571525523773],[12.90889618024441,77.69612837937939],[12.90924670147582,77.69647175528934],[12.90953444241783,77.6967453829676],[12.909942510822194,77.697056567386],[12.910324420392037,77.69733019506424],[12.91063308660431,77.69751261351638],[12.910837119992978,77.6977486844545],[12.911062079690032,77.69787745042075],[12.910957447297985,77.69798475539257],[12.910998682915789,77.69800685206606]]",1,FKUSR00009,FKUSR00009,,,,Bellandur,,,,,,,,,,,,,,,,Missing start_datetime
FKID000439,planned,12.97878153,77.59976254,,,"ಕ್ವಿನ್ಸ್ ರಸ್ತೆ, ಶಾಂತಲಾ ನಗರ, ಅಶೋಕನಗರ, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560001, India",,public_event,False,,2024-02-04 14:05:46+00:00,closed,yes,2024-02-04 14:05:46.018833+00,,,IPL opening Ceremony 2026- RCB vs SRH at [LOCATION].,,,CBD 2,High,,,,2024-01-30 05:01:05.959444+00,[],1,FKUSR00009,FKUSR00001,,,,Cubbon Park,,,,,,,,,,,,QueensStatueCircle,,2024-02-04 14:05:46+00:00,,Missing start_datetime
FKID000441,unplanned,12.9061883,77.5856282,0.0,0.0,"24th Main Road, Sarakki Agrahara, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",,water_logging,False,2024-03-09 07:07:04.227000+00:00,,closed,yes,2024-03-30 20:54:58.736195+00,,,good evening sir 15th cross 24th main junction j p nagar 2 service road vehicle moment slow sir bcz of water logging sir,,,ORR West 1,High,,,,2024-03-09 07:09:16.652998+00,,1,FKUSR00327,FKUSR00001,,,,J.P. Nagar,,FKKG000319,,,,FKUSR00327,2024-03-30 20:54:58.735683+00:00,,,,,,2024-03-09 12:37:04.227000+05:30,2024-03-30 20:54:58.735683+00:00,31067.90847805,Unplanned duration exceeds 24 hours (31067.91 mins)
FKID000443,unplanned,12.905831,77.6018674,0.0,0.0,"Bannerghatta Main Road, Kalyani Trident, Dollars Colony, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",,water_logging,False,2024-03-09 07:15:27.032000+00:00,,closed,yes,2024-03-22 05:39:22.713136+00,,,water logging at [LOCATION] vehicles slow movement sir,,,Bannerghata Road,High,,,,2024-03-09 07:16:32.135133+00,,1,FKUSR00082,FKUSR00001,,,,Mico Layout,,FKKG000076,,,,FKUSR00082,2024-03-22 05:39:22.712553+00:00,,,,,,2024-03-09 12:45:27.032000+05:30,2024-03-22 05:39:22.712553+00:00,18623.928009216666,Unplanned duration exceeds 24 hours (18623.93 mins)
FKID000444,unplanned,12.9155161,77.5695657,12.9155827,77.5697105,"Subramanyapura Road, PSTI Quarters, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560078 (India)","Subramanyapura Road, PSTI Quarters, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560078 (India)",others,True,2024-02-04 19:27:21.145000+00:00,,closed,yes,2024-04-07 02:07:20.937036+00,,,ನಮಸ್ತೆ ಸರ್ ಯಾರಬನಗರ ದಿಂದ ಬನಶಂಕರಿ ಬಸ್ಸ್ಟ್ಯಾಂಡ್ ಕಡೆಗೆ bwssb ಕಾಮಗಾರಿ ನಡೆಯುತ್ತಿದ್ದೂ ರಸ್ತೆ ಕಿರಿದಾಗಿರುವುದರಿಂದ ಎರಡೂ ಬದಿ ವಾಹನ [LOCATION] ನಿದಾನಗತಿಯಲ್ಲಿದೆ,,,Non-corridor,Low,,,,2024-02-04 19:31:43.268099+00,,1,FKUSR00322,FKUSR00001,,,,Banashankari,,FKKG000314,,,,FKUSR00322,2024-04-07 02:07:20.936457+00:00,,,,,,2024-02-05 00:57:21.145000+05:30,2024-04-07 02:07:20.936457+00:00,89679.99652428334,Unplanned duration exceeds 24 hours (89680.00 mins)
FKID000453,unplanned,12.9435964,77.5823553,0.0,0.0,"Ashoka Stambha Road, Kanaka Nayaka Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",,water_logging,False,2024-03-09 07:26:06.055000+00:00,,closed,yes,2024-03-24 06:41:24.789994+00,,,ಆರ್ ವಿ ಟೀಚರ್ ನಿಯರ್ ಜಂಕ್ಷನ್  ಮೇರಿನಿಂದ ಮಳೆ ನೀರಿನಿಂದ ವಾಣಿ ಸ್ಲೋ ಆಗಿರುತ್ತದೆ,,,Non-corridor,Low,,,,2024-03-09 07:28:10.803234+00,,1,FKUSR00332,FKUSR00001,,,,Wilson Garden,,FKKG000324,,,,FKUSR00332,2024-03-24 06:41:24.789379+00:00,,,,,,2024-03-09 12:56:06.055000+05:30,2024-03-24 06:41:24.789379+00:00,21555.31223965,Unplanned duration exceeds 24 hours (21555.31 mins)
FKID000482,unplanned,13.0102806,77.6978433,0.0,0.0,"MBT Road, YSM Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",,water_logging,False,2024-02-05 07:24:13.608000+00:00,,closed,yes,2024-02-07 17:25:17.837245+00,,,Water loging grt towards city sir vehicle movement slow sor,,,Non-corridor,Low,,,,2024-02-05 07:25:38.142364+00,,1,FKUSR00347,FKUSR00001,,,,K.R. Pura,,FKKG000339,,,,FKUSR00347,2024-02-07 17:25:17.836737+00:00,,,,,,2024-02-05 12:54:13.608000+05:30,2024-02-07 17:25:17.836737+00:00,3481.07047895,Unplanned duration exceeds 24 hours (3481.07 mins)
